home_team,away_team,home_goals,away_goals,result,season
Southampton,Swansea City,1,0,1,10
Tottenham Hotspur,Sunderland,1,0,1,10
Manchester United,Leicester City,4,1,1,10
AFC Bournemouth,Everton,1,0,1,10
Liverpool,Hull City,5,1,1,10
Middlesbrough,Tottenham Hotspur,1,2,2,10
Stoke City,West Bromwich Albion,1,1,0,10
Sunderland,Crystal Palace,2,3,2,10
Swansea City,Manchester City,1,3,2,10
Arsenal,Chelsea,3,0,1,10
West Ham United,Southampton,0,3,2,10
Burnley,Watford,2,0,1,10
Everton,Crystal Palace,1,1,0,10
Swansea City,Liverpool,1,2,2,10
Hull City,Chelsea,0,2,2,10
Sunderland,West Bromwich Albion,1,1,0,10
Watford,AFC Bournemouth,2,2,0,10
West Ham United,Middlesbrough,1,1,0,10
Manchester United,Stoke City,1,1,0,10
Leicester City,Southampton,0,0,0,10
Tottenham Hotspur,Manchester City,2,0,1,10
Burnley,Arsenal,0,1,2,10
Chelsea,Leicester City,3,0,1,10
Arsenal,Swansea City,3,2,1,10
AFC Bournemouth,Hull City,6,1,1,10
Manchester City,Everton,1,1,0,10
Stoke City,Sunderland,2,0,1,10
West Bromwich Albion,Tottenham Hotspur,1,1,0,10
Crystal Palace,West Ham United,0,1,2,10
Middlesbrough,Watford,0,1,2,10
Southampton,Burnley,3,1,1,10
Liverpool,Manchester United,0,0,0,10
AFC Bournemouth,Tottenham Hotspur,0,0,0,10
Arsenal,Middlesbrough,0,0,0,10
Burnley,Everton,2,1,1,10
Hull City,Stoke City,0,2,2,10
Leicester City,Crystal Palace,3,1,1,10
Swansea City,Watford,0,0,0,10
West Ham United,Sunderland,1,0,1,10
Liverpool,West Bromwich Albion,2,1,1,10
Manchester City,Southampton,1,1,0,10
Chelsea,Manchester United,4,0,1,10
Sunderland,Arsenal,1,4,2,10
Manchester United,Burnley,0,0,0,10
Middlesbrough,AFC Bournemouth,2,0,1,10
Tottenham Hotspur,Leicester City,1,1,0,10
Watford,Hull City,1,0,1,10
West Bromwich Albion,Manchester City,0,4,2,10
Crystal Palace,Liverpool,2,4,2,10
Everton,West Ham United,2,0,1,10
Southampton,Chelsea,0,2,2,10
Stoke City,Swansea City,3,1,1,10
AFC Bournemouth,Sunderland,1,2,2,10
Burnley,Crystal Palace,3,2,1,10
Manchester City,Middlesbrough,1,1,0,10
West Ham United,Stoke City,1,1,0,10
Chelsea,Everton,5,0,1,10
Arsenal,Tottenham Hotspur,1,1,0,10
Hull City,Southampton,2,1,1,10
Liverpool,Watford,6,1,1,10
Swansea City,Manchester United,1,3,2,10
Leicester City,West Bromwich Albion,1,2,2,10
Manchester United,Arsenal,1,1,0,10
Crystal Palace,Manchester City,1,2,2,10
Everton,Swansea City,1,1,0,10
Southampton,Liverpool,0,0,0,10
Stoke City,AFC Bournemouth,0,1,2,10
Sunderland,Hull City,3,0,1,10
Watford,Leicester City,2,1,1,10
Tottenham Hotspur,West Ham United,3,2,1,10
Middlesbrough,Chelsea,0,1,2,10
West Bromwich Albion,Burnley,4,0,1,10
Burnley,Manchester City,1,2,2,10
Hull City,West Bromwich Albion,1,1,0,10
Leicester City,Middlesbrough,2,2,0,10
Liverpool,Sunderland,2,0,1,10
Swansea City,Crystal Palace,5,4,1,10
Chelsea,Tottenham Hotspur,2,1,1,10
Watford,Stoke City,0,1,2,10
Arsenal,AFC Bournemouth,3,1,1,10
Manchester United,West Ham United,1,1,0,10
Southampton,Everton,1,0,1,10
Manchester City,Chelsea,1,3,2,10
Crystal Palace,Southampton,3,0,1,10
Stoke City,Burnley,2,0,1,10
Sunderland,Leicester City,2,1,1,10
Tottenham Hotspur,Swansea City,5,0,1,10
West Bromwich Albion,Watford,3,1,1,10
West Ham United,Arsenal,1,5,2,10
AFC Bournemouth,Liverpool,4,3,1,10
Everton,Manchester United,1,1,0,10
Middlesbrough,Hull City,1,0,1,10
Watford,Everton,3,2,1,10
Arsenal,Stoke City,3,1,1,10
Burnley,AFC Bournemouth,3,2,1,10
Hull City,Crystal Palace,3,3,0,10
Swansea City,Sunderland,3,0,1,10
Leicester City,Manchester City,4,2,1,10
Chelsea,West Bromwich Albion,1,0,1,10
Manchester United,Tottenham Hotspur,1,0,1,10
Southampton,Middlesbrough,1,0,1,10
Liverpool,West Ham United,2,2,0,10
AFC Bournemouth,Leicester City,1,0,1,10
Everton,Arsenal,2,1,1,10
Middlesbrough,Liverpool,0,3,2,10
Sunderland,Chelsea,0,1,2,10
West Ham United,Burnley,1,0,1,10
Crystal Palace,Manchester United,1,2,2,10
Manchester City,Watford,2,0,1,10
Stoke City,Southampton,0,0,0,10
Tottenham Hotspur,Hull City,3,0,1,10
West Bromwich Albion,Swansea City,3,1,1,10
Crystal Palace,Chelsea,0,1,2,10
Middlesbrough,Swansea City,3,0,1,10
Stoke City,Leicester City,2,2,0,10
Sunderland,Watford,1,0,1,10
West Ham United,Hull City,1,0,1,10
West Bromwich Albion,Manchester United,0,2,2,10
AFC Bournemouth,Southampton,1,3,2,10
Manchester City,Arsenal,2,1,1,10
Tottenham Hotspur,Burnley,2,1,1,10
Everton,Liverpool,0,1,2,10
Watford,Crystal Palace,1,1,0,10
Arsenal,West Bromwich Albion,1,0,1,10
Burnley,Middlesbrough,1,0,1,10
Chelsea,AFC Bournemouth,3,0,1,10
Leicester City,Everton,0,2,2,10
Manchester United,Sunderland,3,1,1,10
Swansea City,West Ham United,1,4,2,10
Hull City,Manchester City,0,3,2,10
Liverpool,Stoke City,4,1,1,10
Southampton,Tottenham Hotspur,1,4,2,10
Hull City,Everton,2,2,0,10
Burnley,Sunderland,4,1,1,10
Chelsea,Stoke City,4,2,1,10
Leicester City,West Ham United,1,0,1,10
Manchester United,Middlesbrough,2,1,1,10
Southampton,West Bromwich Albion,1,2,2,10
Swansea City,AFC Bournemouth,0,3,2,10
Liverpool,Manchester City,1,0,1,10
Watford,Tottenham Hotspur,1,4,2,10
Arsenal,Crystal Palace,2,0,1,10
Middlesbrough,Leicester City,0,0,0,10
Everton,Southampton,3,0,1,10
Manchester City,Burnley,2,1,1,10
Sunderland,Liverpool,2,2,0,10
West Bromwich Albion,Hull City,3,1,1,10
West Ham United,Manchester United,0,2,2,10
AFC Bournemouth,Arsenal,3,3,0,10
Crystal Palace,Swansea City,1,2,2,10
Stoke City,Watford,2,0,1,10
Tottenham Hotspur,Chelsea,2,0,1,10
Tottenham Hotspur,West Bromwich Albion,4,0,1,10
Burnley,Southampton,1,0,1,10
Hull City,AFC Bournemouth,3,1,1,10
Sunderland,Stoke City,1,3,2,10
Swansea City,Arsenal,0,4,2,10
Watford,Middlesbrough,0,0,0,10
West Ham United,Crystal Palace,3,0,1,10
Leicester City,Chelsea,0,3,2,10
Everton,Manchester City,4,0,1,10
Manchester United,Liverpool,1,1,0,10
Liverpool,Swansea City,2,3,2,10
AFC Bournemouth,Watford,2,2,0,10
Crystal Palace,Everton,0,1,2,10
Middlesbrough,West Ham United,1,3,2,10
Stoke City,Manchester United,1,1,0,10
West Bromwich Albion,Sunderland,2,0,1,10
Manchester City,Tottenham Hotspur,2,2,0,10
Southampton,Leicester City,3,0,1,10
Arsenal,Burnley,2,1,1,10
Chelsea,Hull City,2,0,1,10
Arsenal,Watford,1,2,2,10
AFC Bournemouth,Crystal Palace,0,2,2,10
Burnley,Leicester City,1,0,1,10
Middlesbrough,West Bromwich Albion,1,1,0,10
Sunderland,Tottenham Hotspur,0,0,0,10
Swansea City,Southampton,2,1,1,10
Liverpool,Chelsea,1,1,0,10
West Ham United,Manchester City,0,4,2,10
Manchester United,Hull City,0,0,0,10
Stoke City,Everton,1,1,0,10
Chelsea,Arsenal,3,1,1,10
Crystal Palace,Sunderland,0,4,2,10
Everton,AFC Bournemouth,6,3,1,10
Hull City,Liverpool,2,0,1,10
Southampton,West Ham United,1,3,2,10
Watford,Burnley,2,1,1,10
West Bromwich Albion,Stoke City,1,0,1,10
Tottenham Hotspur,Middlesbrough,1,0,1,10
Manchester City,Swansea City,2,1,1,10
Leicester City,Manchester United,0,3,2,10
Arsenal,Hull City,2,0,1,10
Manchester United,Watford,2,0,1,10
Middlesbrough,Everton,0,0,0,10
Stoke City,Crystal Palace,1,0,1,10
Sunderland,Southampton,0,4,2,10
West Ham United,West Bromwich Albion,2,2,0,10
Liverpool,Tottenham Hotspur,2,0,1,10
Burnley,Chelsea,1,1,0,10
Swansea City,Leicester City,2,0,1,10
AFC Bournemouth,Manchester City,0,2,2,10
Chelsea,Swansea City,3,1,1,10
Crystal Palace,Middlesbrough,1,0,1,10
Everton,Sunderland,2,0,1,10
Hull City,Burnley,1,1,0,10
West Bromwich Albion,AFC Bournemouth,2,1,1,10
Watford,West Ham United,1,1,0,10
Tottenham Hotspur,Stoke City,4,0,1,10
Leicester City,Liverpool,3,1,1,10
Manchester United,AFC Bournemouth,1,1,0,10
Leicester City,Hull City,3,1,1,10
Stoke City,Middlesbrough,2,0,1,10
Swansea City,Burnley,3,2,1,10
Watford,Southampton,3,4,2,10
West Bromwich Albion,Crystal Palace,0,2,2,10
Liverpool,Arsenal,3,1,1,10
Tottenham Hotspur,Everton,3,2,1,10
Sunderland,Manchester City,0,2,2,10
West Ham United,Chelsea,1,2,2,10
Manchester City,Stoke City,0,0,0,10
AFC Bournemouth,West Ham United,3,2,1,10
Everton,West Bromwich Albion,3,0,1,10
Hull City,Swansea City,2,1,1,10
Liverpool,Burnley,2,1,1,10
West Bromwich Albion,Arsenal,3,1,1,10
Crystal Palace,Watford,1,0,1,10
Everton,Hull City,4,0,1,10
Stoke City,Chelsea,1,2,2,10
Sunderland,Burnley,0,0,0,10
West Ham United,Leicester City,2,3,2,10
AFC Bournemouth,Swansea City,2,0,1,10
Middlesbrough,Manchester United,1,3,2,10
Tottenham Hotspur,Southampton,2,1,1,10
Manchester City,Liverpool,1,1,0,10
Liverpool,Everton,3,1,1,10
Burnley,Tottenham Hotspur,0,2,2,10
Chelsea,Crystal Palace,1,2,2,10
Hull City,West Ham United,2,1,1,10
Leicester City,Stoke City,2,0,1,10
Manchester United,West Bromwich Albion,0,0,0,10
Watford,Sunderland,1,0,1,10
Southampton,AFC Bournemouth,0,0,0,10
Swansea City,Middlesbrough,0,0,0,10
Arsenal,Manchester City,2,2,0,10
Burnley,Stoke City,1,0,1,10
Leicester City,Sunderland,2,0,1,10
Watford,West Bromwich Albion,2,0,1,10
Manchester United,Everton,1,1,0,10
Arsenal,West Ham United,3,0,1,10
Hull City,Middlesbrough,4,2,1,10
Southampton,Crystal Palace,3,1,1,10
Swansea City,Tottenham Hotspur,1,3,2,10
Chelsea,Manchester City,2,1,1,10
Liverpool,AFC Bournemouth,2,2,0,10
Tottenham Hotspur,Watford,4,0,1,10
Manchester City,Hull City,3,1,1,10
Middlesbrough,Burnley,0,0,0,10
Stoke City,Liverpool,1,2,2,10
West Bromwich Albion,Southampton,0,1,2,10
West Ham United,Swansea City,1,0,1,10
AFC Bournemouth,Chelsea,1,3,2,10
Sunderland,Manchester United,0,3,2,10
Everton,Leicester City,4,2,1,10
Crystal Palace,Arsenal,3,0,1,10
Tottenham Hotspur,AFC Bournemouth,4,0,1,10
Crystal Palace,Leicester City,2,2,0,10
Everton,Burnley,3,1,1,10
Stoke City,Hull City,3,1,1,10
Sunderland,West Ham United,2,2,0,10
Watford,Swansea City,1,0,1,10
Southampton,Manchester City,0,3,2,10
West Bromwich Albion,Liverpool,0,1,2,10
Manchester United,Chelsea,2,0,1,10
Middlesbrough,Arsenal,1,2,2,10
AFC Bournemouth,Middlesbrough,4,0,1,10
Hull City,Watford,2,0,1,10
Swansea City,Stoke City,2,0,1,10
West Ham United,Everton,0,0,0,10
Burnley,Manchester United,0,2,2,10
Liverpool,Crystal Palace,1,2,2,10
Chelsea,Southampton,4,2,1,10
Arsenal,Leicester City,1,0,1,10
Middlesbrough,Sunderland,1,0,1,10
Crystal Palace,Tottenham Hotspur,0,1,2,10
Manchester City,Manchester United,0,0,0,10
Southampton,Hull City,0,0,0,10
Stoke City,West Ham United,0,0,0,10
Sunderland,AFC Bournemouth,0,1,2,10
West Bromwich Albion,Leicester City,0,1,2,10
Crystal Palace,Burnley,0,2,2,10
Manchester United,Swansea City,1,1,0,10
Everton,Chelsea,0,3,2,10
Middlesbrough,Manchester City,2,2,0,10
Tottenham Hotspur,Arsenal,2,0,1,10
Watford,Liverpool,0,1,2,10
West Ham United,Tottenham Hotspur,1,0,1,10
Manchester City,Crystal Palace,5,0,1,10
AFC Bournemouth,Stoke City,2,2,0,10
Burnley,West Bromwich Albion,2,2,0,10
Hull City,Sunderland,0,2,2,10
Leicester City,Watford,3,0,1,10
Swansea City,Everton,1,0,1,10
Liverpool,Southampton,0,0,0,10
Arsenal,Manchester United,2,0,1,10
Chelsea,Middlesbrough,3,0,1,10
Southampton,Arsenal,0,2,2,10
Everton,Watford,1,0,1,10
West Bromwich Albion,Chelsea,0,1,2,10
Manchester City,Leicester City,2,1,1,10
AFC Bournemouth,Burnley,2,1,1,10
Middlesbrough,Southampton,1,2,2,10
Sunderland,Swansea City,0,2,2,10
Stoke City,Arsenal,1,4,2,10
Crystal Palace,Hull City,4,0,1,10
West Ham United,Liverpool,0,4,2,10
Tottenham Hotspur,Manchester United,2,1,1,10
Chelsea,Watford,4,3,1,10
Arsenal,Sunderland,2,0,1,10
Manchester City,West Bromwich Albion,3,1,1,10
Southampton,Manchester United,0,0,0,10
Leicester City,Tottenham Hotspur,1,6,2,10
Arsenal,Everton,3,1,1,10
Burnley,West Ham United,1,2,2,10
Chelsea,Sunderland,5,1,1,10
Hull City,Tottenham Hotspur,1,7,2,10
Leicester City,AFC Bournemouth,1,1,0,10
Liverpool,Middlesbrough,3,0,1,10
Manchester United,Crystal Palace,2,0,1,10
Southampton,Stoke City,0,1,2,10
Swansea City,West Bromwich Albion,2,1,1,10
Watford,Manchester City,0,5,2,10
Arsenal,Leicester City,4,3,1,11
Watford,Liverpool,3,3,0,11
Chelsea,Burnley,2,3,2,11
Crystal Palace,Huddersfield Town,0,3,2,11
Everton,Stoke City,1,0,1,11
Southampton,Swansea City,0,0,0,11
West Bromwich Albion,AFC Bournemouth,1,0,1,11
Brighton and Hove Albion,Manchester City,0,2,2,11
Newcastle United,Tottenham Hotspur,0,2,2,11
Manchester United,West Ham United,4,0,1,11
Swansea City,Manchester United,0,4,2,11
AFC Bournemouth,Watford,0,2,2,11
Burnley,West Bromwich Albion,0,1,2,11
Leicester City,Brighton and Hove Albion,2,0,1,11
Liverpool,Crystal Palace,1,0,1,11
Southampton,West Ham United,3,2,1,11
Stoke City,Arsenal,1,0,1,11
Huddersfield Town,Newcastle United,1,0,1,11
Tottenham Hotspur,Chelsea,1,2,2,11
Manchester City,Everton,1,1,0,11
AFC Bournemouth,Manchester City,1,2,2,11
Crystal Palace,Swansea City,0,2,2,11
Huddersfield Town,Southampton,0,0,0,11
Newcastle United,West Ham United,3,0,1,11
Watford,Brighton and Hove Albion,0,0,0,11
Manchester United,Leicester City,2,0,1,11
Chelsea,Everton,2,0,1,11
West Bromwich Albion,Stoke City,1,1,0,11
Liverpool,Arsenal,4,0,1,11
Tottenham Hotspur,Burnley,1,1,0,11
Manchester City,Liverpool,5,0,1,11
Arsenal,AFC Bournemouth,3,0,1,11
Brighton and Hove Albion,West Bromwich Albion,3,1,1,11
Everton,Tottenham Hotspur,0,3,2,11
Leicester City,Chelsea,1,2,2,11
Southampton,Watford,0,2,2,11
Stoke City,Manchester United,2,2,0,11
Burnley,Crystal Palace,1,0,1,11
Swansea City,Newcastle United,0,1,2,11
West Ham United,Huddersfield Town,2,0,1,11
AFC Bournemouth,Brighton and Hove Albion,2,1,1,11
Crystal Palace,Southampton,0,1,2,11
Huddersfield Town,Leicester City,1,1,0,11
Liverpool,Burnley,1,1,0,11
Newcastle United,Stoke City,2,1,1,11
Watford,Manchester City,0,6,2,11
West Bromwich Albion,West Ham United,0,0,0,11
Tottenham Hotspur,Swansea City,0,0,0,11
Chelsea,Arsenal,0,0,0,11
Manchester United,Everton,4,0,1,11
West Ham United,Tottenham Hotspur,2,3,2,11
Burnley,Huddersfield Town,0,0,0,11
Everton,AFC Bournemouth,2,1,1,11
Manchester City,Crystal Palace,5,0,1,11
Southampton,Manchester United,0,1,2,11
Stoke City,Chelsea,0,4,2,11
Swansea City,Watford,1,2,2,11
Leicester City,Liverpool,2,3,2,11
Brighton and Hove Albion,Newcastle United,1,0,1,11
Arsenal,West Bromwich Albion,2,0,1,11
Huddersfield Town,Tottenham Hotspur,0,4,2,11
AFC Bournemouth,Leicester City,0,0,0,11
Manchester United,Crystal Palace,4,0,1,11
Stoke City,Southampton,2,1,1,11
West Bromwich Albion,Watford,2,2,0,11
West Ham United,Swansea City,1,0,1,11
Chelsea,Manchester City,0,1,2,11
Arsenal,Brighton and Hove Albion,2,0,1,11
Everton,Burnley,0,1,2,11
Newcastle United,Liverpool,1,1,0,11
Liverpool,Manchester United,0,0,0,11
Burnley,West Ham United,1,1,0,11
Crystal Palace,Chelsea,2,1,1,11
Manchester City,Stoke City,7,2,1,11
Swansea City,Huddersfield Town,2,0,1,11
Tottenham Hotspur,AFC Bournemouth,1,0,1,11
Watford,Arsenal,2,1,1,11
Brighton and Hove Albion,Everton,1,1,0,11
Southampton,Newcastle United,2,2,0,11
Leicester City,West Bromwich Albion,1,1,0,11
West Ham United,Brighton and Hove Albion,0,3,2,11
Chelsea,Watford,4,2,1,11
Huddersfield Town,Manchester United,2,1,1,11
Manchester City,Burnley,3,0,1,11
Newcastle United,Crystal Palace,1,0,1,11
Stoke City,AFC Bournemouth,1,2,2,11
Swansea City,Leicester City,1,2,2,11
Southampton,West Bromwich Albion,1,0,1,11
Everton,Arsenal,2,5,2,11
Tottenham Hotspur,Liverpool,4,1,1,11
Manchester United,Tottenham Hotspur,1,0,1,11
Arsenal,Swansea City,2,1,1,11
Crystal Palace,West Ham United,2,2,0,11
Liverpool,Huddersfield Town,3,0,1,11
Watford,Stoke City,0,1,2,11
West Bromwich Albion,Manchester City,2,3,2,11
AFC Bournemouth,Chelsea,0,1,2,11
Brighton and Hove Albion,Southampton,1,1,0,11
Leicester City,Everton,2,0,1,11
Burnley,Newcastle United,1,0,1,11
Stoke City,Leicester City,2,2,0,11
Huddersfield Town,West Bromwich Albion,1,0,1,11
Newcastle United,AFC Bournemouth,0,1,2,11
Southampton,Burnley,0,1,2,11
Swansea City,Brighton and Hove Albion,0,1,2,11
West Ham United,Liverpool,1,4,2,11
Tottenham Hotspur,Crystal Palace,1,0,1,11
Manchester City,Arsenal,3,1,1,11
Chelsea,Manchester United,1,0,1,11
Everton,Watford,3,2,1,11
Arsenal,Tottenham Hotspur,2,0,1,11
AFC Bournemouth,Huddersfield Town,4,0,1,11
Burnley,Swansea City,2,0,1,11
Crystal Palace,Everton,2,2,0,11
Leicester City,Manchester City,0,2,2,11
Liverpool,Southampton,3,0,1,11
West Bromwich Albion,Chelsea,0,4,2,11
Manchester United,Newcastle United,4,1,1,11
Watford,West Ham United,2,0,1,11
Brighton and Hove Albion,Stoke City,2,2,0,11
West Ham United,Leicester City,1,1,0,11
Crystal Palace,Stoke City,2,1,1,11
Manchester United,Brighton and Hove Albion,1,0,1,11
Newcastle United,Watford,0,3,2,11
Swansea City,AFC Bournemouth,0,0,0,11
Tottenham Hotspur,West Bromwich Albion,1,1,0,11
Liverpool,Chelsea,1,1,0,11
Southampton,Everton,4,1,1,11
Burnley,Arsenal,0,1,2,11
Huddersfield Town,Manchester City,1,2,2,11
Brighton and Hove Albion,Crystal Palace,0,0,0,11
Leicester City,Tottenham Hotspur,2,1,1,11
Watford,Manchester United,2,4,2,11
West Bromwich Albion,Newcastle United,2,2,0,11
Arsenal,Huddersfield Town,5,0,1,11
AFC Bournemouth,Burnley,1,2,2,11
Chelsea,Swansea City,1,0,1,11
Everton,West Ham United,4,0,1,11
Manchester City,Southampton,2,1,1,11
Stoke City,Liverpool,0,3,2,11
Chelsea,Newcastle United,3,1,1,11
Brighton and Hove Albion,Liverpool,1,5,2,11
Everton,Huddersfield Town,2,0,1,11
Leicester City,Burnley,1,0,1,11
Stoke City,Swansea City,2,1,1,11
Watford,Tottenham Hotspur,1,1,0,11
West Bromwich Albion,Crystal Palace,0,0,0,11
Arsenal,Manchester United,1,3,2,11
AFC Bournemouth,Southampton,1,1,0,11
Manchester City,West Ham United,2,1,1,11
West Ham United,Chelsea,1,0,1,11
Burnley,Watford,1,0,1,11
Crystal Palace,AFC Bournemouth,2,2,0,11
Huddersfield Town,Brighton and Hove Albion,2,0,1,11
Swansea City,West Bromwich Albion,1,0,1,11
Tottenham Hotspur,Stoke City,5,1,1,11
Newcastle United,Leicester City,2,3,2,11
Southampton,Arsenal,1,1,0,11
Liverpool,Everton,1,1,0,11
Manchester United,Manchester City,1,2,2,11
Burnley,Stoke City,1,0,1,11
Crystal Palace,Watford,2,1,1,11
Huddersfield Town,Chelsea,1,3,2,11
Newcastle United,Everton,0,1,2,11
Southampton,Leicester City,1,4,2,11
Swansea City,Manchester City,0,4,2,11
Liverpool,West Bromwich Albion,0,0,0,11
Manchester United,AFC Bournemouth,1,0,1,11
Tottenham Hotspur,Brighton and Hove Albion,2,0,1,11
West Ham United,Arsenal,0,0,0,11
Leicester City,Crystal Palace,0,3,2,11
Arsenal,Newcastle United,1,0,1,11
Brighton and Hove Albion,Burnley,0,0,0,11
Chelsea,Southampton,1,0,1,11
Watford,Huddersfield Town,1,4,2,11
Stoke City,West Ham United,0,3,2,11
Manchester City,Tottenham Hotspur,4,1,1,11
West Bromwich Albion,Manchester United,1,2,2,11
AFC Bournemouth,Liverpool,0,4,2,11
Everton,Swansea City,3,1,1,11
Arsenal,Liverpool,3,3,0,11
Everton,Chelsea,0,0,0,11
Brighton and Hove Albion,Watford,1,0,1,11
Manchester City,AFC Bournemouth,4,0,1,11
Southampton,Huddersfield Town,1,1,0,11
Stoke City,West Bromwich Albion,3,1,1,11
Swansea City,Crystal Palace,1,1,0,11
West Ham United,Newcastle United,2,3,2,11
Burnley,Tottenham Hotspur,0,3,2,11
Leicester City,Manchester United,2,2,0,11
Tottenham Hotspur,Southampton,5,2,1,11
AFC Bournemouth,West Ham United,3,3,0,11
Chelsea,Brighton and Hove Albion,2,0,1,11
Huddersfield Town,Stoke City,1,1,0,11
Manchester United,Burnley,2,2,0,11
Watford,Leicester City,2,1,1,11
West Bromwich Albion,Everton,0,0,0,11
Liverpool,Swansea City,5,0,1,11
Newcastle United,Manchester City,0,1,2,11
Crystal Palace,Arsenal,2,3,2,11
AFC Bournemouth,Everton,2,1,1,11
Chelsea,Stoke City,5,0,1,11
Huddersfield Town,Burnley,0,0,0,11
Liverpool,Leicester City,2,1,1,11
Newcastle United,Brighton and Hove Albion,0,0,0,11
Watford,Swansea City,1,2,2,11
Manchester United,Southampton,0,0,0,11
Crystal Palace,Manchester City,0,0,0,11
West Bromwich Albion,Arsenal,1,1,0,11
Brighton and Hove Albion,AFC Bournemouth,2,2,0,11
Burnley,Liverpool,1,2,2,11
Leicester City,Huddersfield Town,3,0,1,11
Stoke City,Newcastle United,0,1,2,11
Everton,Manchester United,0,2,2,11
Southampton,Crystal Palace,1,2,2,11
Swansea City,Tottenham Hotspur,0,2,2,11
West Ham United,West Bromwich Albion,2,1,1,11
Manchester City,Watford,3,1,1,11
Arsenal,Chelsea,2,2,0,11
Tottenham Hotspur,West Ham United,1,1,0,11
Chelsea,Leicester City,0,0,0,11
Crystal Palace,Burnley,1,0,1,11
Huddersfield Town,West Ham United,1,4,2,11
Newcastle United,Swansea City,1,1,0,11
Watford,Southampton,2,2,0,11
West Bromwich Albion,Brighton and Hove Albion,2,0,1,11
Tottenham Hotspur,Everton,4,0,1,11
AFC Bournemouth,Arsenal,2,1,1,11
Liverpool,Manchester City,4,3,1,11
Manchester United,Stoke City,3,0,1,11
Brighton and Hove Albion,Chelsea,0,4,2,11
Arsenal,Crystal Palace,4,1,1,11
Burnley,Manchester United,0,1,2,11
Everton,West Bromwich Albion,1,1,0,11
Leicester City,Watford,2,0,1,11
Stoke City,Huddersfield Town,2,0,1,11
West Ham United,AFC Bournemouth,1,1,0,11
Manchester City,Newcastle United,3,1,1,11
Southampton,Tottenham Hotspur,1,1,0,11
Swansea City,Liverpool,1,0,1,11
Swansea City,Arsenal,3,1,1,11
West Ham United,Crystal Palace,1,1,0,11
Huddersfield Town,Liverpool,0,3,2,11
Chelsea,AFC Bournemouth,0,3,2,11
Everton,Leicester City,2,1,1,11
Newcastle United,Burnley,1,1,0,11
Southampton,Brighton and Hove Albion,1,1,0,11
Manchester City,West Bromwich Albion,3,0,1,11
Stoke City,Watford,0,0,0,11
Tottenham Hotspur,Manchester United,2,0,1,11
Burnley,Manchester City,1,1,0,11
AFC Bournemouth,Stoke City,2,1,1,11
Brighton and Hove Albion,West Ham United,3,1,1,11
Leicester City,Swansea City,1,1,0,11
Manchester United,Huddersfield Town,2,0,1,11
West Bromwich Albion,Southampton,2,3,2,11
Arsenal,Everton,5,1,1,11
Crystal Palace,Newcastle United,1,1,0,11
Liverpool,Tottenham Hotspur,2,2,0,11
Watford,Chelsea,4,1,1,11
Tottenham Hotspur,Arsenal,1,0,1,11
Everton,Crystal Palace,3,1,1,11
Stoke City,Brighton and Hove Albion,1,1,0,11
Swansea City,Burnley,1,0,1,11
West Ham United,Watford,2,0,1,11
Manchester City,Leicester City,5,1,1,11
Huddersfield Town,AFC Bournemouth,4,1,1,11
Newcastle United,Manchester United,1,0,1,11
Southampton,Liverpool,0,2,2,11
Chelsea,West Bromwich Albion,3,0,1,11
Leicester City,Stoke City,1,1,0,11
AFC Bournemouth,Newcastle United,2,2,0,11
Brighton and Hove Albion,Swansea City,4,1,1,11
Burnley,Southampton,1,1,0,11
Liverpool,West Ham United,4,1,1,11
West Bromwich Albion,Huddersfield Town,1,2,2,11
Watford,Everton,1,0,1,11
Crystal Palace,Tottenham Hotspur,0,1,2,11
Manchester United,Chelsea,2,1,1,11
Arsenal,Manchester City,0,3,2,11
Burnley,Everton,2,1,1,11
Leicester City,AFC Bournemouth,1,1,0,11
Southampton,Stoke City,0,0,0,11
Swansea City,West Ham United,4,1,1,11
Tottenham Hotspur,Huddersfield Town,2,0,1,11
Watford,West Bromwich Albion,1,0,1,11
Liverpool,Newcastle United,2,0,1,11
Brighton and Hove Albion,Arsenal,2,1,1,11
Manchester City,Chelsea,1,0,1,11
Crystal Palace,Manchester United,2,3,2,11
Manchester United,Liverpool,2,1,1,11
Everton,Brighton and Hove Albion,2,0,1,11
Huddersfield Town,Swansea City,0,0,0,11
Newcastle United,Southampton,3,0,1,11
West Bromwich Albion,Leicester City,1,4,2,11
West Ham United,Burnley,0,3,2,11
Chelsea,Crystal Palace,2,1,1,11
Arsenal,Watford,3,0,1,11
AFC Bournemouth,Tottenham Hotspur,1,4,2,11
Stoke City,Manchester City,0,2,2,11
AFC Bournemouth,West Bromwich Albion,2,1,1,11
Huddersfield Town,Crystal Palace,0,2,2,11
Stoke City,Everton,1,2,2,11
Liverpool,Watford,5,0,1,11
Crystal Palace,Liverpool,1,2,2,11
Brighton and Hove Albion,Leicester City,0,2,2,11
Manchester United,Swansea City,2,0,1,11
Newcastle United,Huddersfield Town,1,0,1,11
Watford,AFC Bournemouth,2,2,0,11
West Bromwich Albion,Burnley,1,2,2,11
West Ham United,Southampton,3,0,1,11
Everton,Manchester City,1,3,2,11
Arsenal,Stoke City,3,0,1,11
Chelsea,Tottenham Hotspur,1,3,2,11
Everton,Liverpool,0,0,0,11
AFC Bournemouth,Crystal Palace,2,2,0,11
Brighton and Hove Albion,Huddersfield Town,1,1,0,11
Leicester City,Newcastle United,1,2,2,11
Stoke City,Tottenham Hotspur,1,2,2,11
